Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
YJL062W-A	YJL062W-A	X	+	316718	316975	0.093023	109.198843	105.665594
STRG.1031	-	X	+	316718	316975	0.093023	109.198843	105.665594
YJL063C	MRPL8	X	-	315754	316470	0.224547	263.593655	255.064792
STRG.1032	-	X	-	315754	316470	0.224547	263.593655	255.064792
YJL061W	NUP82	X	+	320011	322152	0.033613	39.457991	38.181284
STRG.1033	-	X	+	320011	322152	0.033613	39.457991	38.181284
YJL060W	BNA3	X	+	323381	324715	0.080899	94.966591	91.893842
STRG.1034	-	X	+	323381	324715	0.080899	94.966591	91.893842
YJL058C	BIT61	X	-	326237	327868	0.022059	25.894857	25.057000
STRG.1035	-	X	-	326237	327868	0.022059	25.894857	25.057000
YJL055W	YJL055W	X	+	333352	334089	0.111111	130.432180	126.211902
STRG.1036	-	X	+	333352	334089	0.111111	130.432180	126.211902
YJL054W	TIM54	X	+	334260	335696	0.050104	58.816624	56.913547
STRG.1037	-	X	+	334260	335696	0.050104	58.816624	56.913547
YJL053W	PEP8	X	+	335893	337032	0.063158	74.140595	71.741694
STRG.1038	-	X	+	335893	337032	0.063158	74.140595	71.741694
YJL051W	IRC8	X	+	339782	342250	0.014581	17.116502	16.562678
STRG.1039	-	X	+	339782	342250	0.014581	17.116502	16.562678
YJL052W	TDH1	X	+	338266	339264	1.001001	1175.065855	1137.045302
STRG.1040	-	X	+	338266	339264	1.001001	1175.065855	1137.045302
YJL049W	YJL049W	X	+	345968	347320	0.053215	62.468598	60.447358
STRG.1041	-	X	+	345968	347320	0.053215	62.468598	60.447358
YJL050W	MTR4	X	+	342517	345738	0.078212	91.812347	88.841657
STRG.1042	-	X	+	342517	345738	0.078212	91.812347	88.841657
YJL046W	YJL046W	X	+	352381	353610	0.029268	34.357436	33.245763
STRG.1043	-	X	+	352381	353610	0.029268	34.357436	33.245763
YJL047C	RTT101	X	-	349575	352103	0.028470	33.420671	32.339308
STRG.1044	-	X	-	349575	352103	0.028470	33.420671	32.339308
YJL044C	GYP6	X	-	358295	359671	0.052288	61.380402	59.394371
STRG.1045	-	X	-	358295	359671	0.052288	61.380402	59.394371
YJL042W	MHP1	X	+	361244	365440	0.008578	10.069635	9.743821
STRG.1046	-	X	+	361244	365440	0.008578	10.069635	9.743821
YJL041W	NSP1	X	+	365779	368368	0.043689	51.286115	49.626696
YJL039C	NUP192	X	-	368743	373794	0.007126	8.365146	8.094482
STRG.1047	-	X	-	368743	373794	0.007126	8.365146	8.094482
YJL036W	SNX4	X	+	378820	380091	0.056604	66.446914	64.296951
STRG.1048	-	X	+	378820	380091	0.056604	66.446914	64.296951
YJL034W	KAR2	X	+	381322	383370	0.421669	494.993356	478.977299
STRG.1049	-	X	+	381322	383370	0.421669	494.993356	478.977299
YJL033W	HCA4	X	+	383832	386144	0.051016	59.887213	57.949496
STRG.1050	-	X	+	383832	386144	0.051016	59.887213	57.949496
YJL030W	MAD2	X	+	387652	388242	0.121827	143.011593	138.384295
STRG.1051	-	X	+	387652	388242	0.121827	143.011593	138.384295
YJL029C	VPS53	X	-	388380	390848	0.029162	34.233003	33.125357
STRG.1052	-	X	-	388380	390848	0.029162	34.233003	33.125357
YJL025W	RRN7	X	+	393962	395506	0.023301	27.352829	26.467798
STRG.1053	-	X	+	393962	395506	0.023301	27.352829	26.467798
YJL026W	RNR2	X	+	392399	393598	0.313333	367.818723	355.917542
YJL026C-A	YJL026C-A	X	-	393061	393282	0.000000	0.000000	0.000000
STRG.1054	-	X	+	392399	393598	0.313333	367.818723	355.917542
YJL020C	BBC1	X	-	398932	402405	0.051813	60.822804	58.854815
YJL020W-A	YJL020W-A	X	+	400976	401233	0.000000	0.000000	0.000000
STRG.1055	-	X	-	398932	402405	0.051813	60.822804	58.854815
YJL019W	MPS3	X	+	402892	404940	0.017570	20.625261	19.957908
STRG.1056	-	X	+	402892	404940	0.017570	20.625261	19.957908
YJL016W	YJL016W	X	+	405583	407268	0.021352	25.064916	24.253913
YJL015C	YJL015C	X	-	407137	407511	0.000000	0.000000	0.000000
STRG.1057	-	X	+	405583	407268	0.021352	25.064916	24.253913
YJL014W	CCT3	X	+	407552	409156	0.112150	131.651852	127.392111
STRG.1058	-	X	+	407552	409156	0.112150	131.651852	127.392111
YJL013C	MAD3	X	-	409487	411034	0.116279	136.498847	132.082276
STRG.1059	-	X	-	409487	411034	0.116279	136.498847	132.082276
YJL011C	RPC17	X	-	414279	414764	0.074074	86.954786	84.141268
STRG.1060	-	X	-	414279	414764	0.074074	86.954786	84.141268
YJL012C	VTC4	X	-	411228	413393	0.149584	175.595280	169.913701
STRG.1061	-	X	-	411228	413393	0.149584	175.595280	169.913701
YJL010C	NOP9	X	-	417556	419556	0.071964	84.477877	81.744502
STRG.1062	-	X	-	417556	419556	0.071964	84.477877	81.744502
YJL009W	YJL009W	X	+	419849	420175	0.110092	129.235985	125.054412
YJL008C	CCT8	X	-	419951	421657	0.126538	148.541793	143.735559
STRG.1063	-	X	+	419849	420175	0.110092	129.235985	125.054412
STRG.1064	-	X	-	419951	421657	0.126538	148.541793	143.735559
YJL005W	CYR1	X	+	425151	431231	0.017760	20.848300	20.173731
STRG.1065	-	X	+	425151	431231	0.017760	20.848300	20.173731
YJL004C	SYS1	X	-	431583	432194	0.117647	138.104730	133.636199
STRG.1066	-	X	-	431583	432194	0.117647	138.104730	133.636199
YJL002C	OST1	X	-	433215	434645	0.150943	177.190598	171.457400
STRG.1067	-	X	-	433215	434645	0.150943	177.190598	171.457400
YJR001W	AVT1	X	+	436796	438604	0.019900	23.360427	22.604574
STRG.1068	-	X	+	436796	438604	0.019900	23.360427	22.604574
YJR002W	MPP10	X	+	438858	440639	0.086981	102.106195	98.802436
STRG.1069	-	X	+	438858	440639	0.086981	102.106195	98.802436
YJR003C	YJR003C	X	-	440987	442546	0.023077	27.089878	26.213355
STRG.1070	-	X	-	440987	442546	0.023077	27.089878	26.213355
YJR005W	APL1	X	+	445916	448018	0.034237	40.190499	38.890091
STRG.1071	-	X	+	445916	448018	0.034237	40.190499	38.890091
YJR007W	SUI2	X	+	451013	451927	0.157377	184.743411	178.765834
STRG.1072	-	X	+	451013	451927	0.157377	184.743411	178.765834
YJR010W	MET3	X	+	456232	457767	0.023438	27.513652	26.623418
STRG.1073	-	X	+	456232	457767	0.023438	27.513652	26.623418
YJR009C	TDH2	X	-	453676	454674	1.912913	2245.550954	2172.893673
STRG.1074	-	X	-	453676	454674	1.912913	2245.550954	2172.893673
YJR011C	YJR011C	X	-	458634	459419	0.091603	107.531918	104.052604
STRG.1075	-	X	-	458634	459419	0.091603	107.531918	104.052604
YJR014W	TMA22	X	+	461822	462418	0.482412	566.299004	547.975774
STRG.1076	-	X	+	461822	462418	0.482412	566.299004	547.975774
YJR015W	YJR015W	X	+	462714	464246	0.164384	192.968864	186.725143
STRG.1077	-	X	+	462714	464246	0.164384	192.968864	186.725143
YJR021C	REC107	X	-	468548	469572	0.038095	44.719370	43.272425
YJR016C	ILV3	X	-	464444	466201	0.095563	112.180526	108.550801
STRG.1078	-	X	-	464444	466201	0.095563	112.180526	108.550801
YJR024C	MDE1	X	-	470223	470957	0.048980	57.497171	55.636786
STRG.1079	-	X	-	470223	470957	0.048980	57.497171	55.636786
YJR026W	YJR026W	X	+	472753	474075	0.000000	0.000000	0.000000
YJR027W	YJR027W	X	+	472753	478021	0.013665	16.041218	15.522186
STRG.1080	-	X	+	472753	478021	0.013665	16.041218	15.522186
YJR031C	GEA1	X	-	486579	490805	0.008517	9.998028	9.674531
STRG.1081	-	X	-	486579	490805	0.008517	9.998028	9.674531
YJR028W	YJR028W	X	+	478337	479659	0.054422	63.885485	61.818399
YJR029W	YJR029W	X	+	478337	483605	0.020497	24.061240	23.282712
STRG.1082	-	X	+	478337	483605	0.020497	41.952509	40.595089
YJR032W	CPR7	X	+	491074	492255	0.060914	71.506384	69.192716
STRG.1083	-	X	+	491074	492255	0.060914	71.506384	69.192716
YJR034W	PET191	X	+	496676	497002	0.220183	258.470796	250.107688
STRG.1084	-	X	+	496676	497002	0.220183	258.470796	250.107688
YJR035W	RAD26	X	+	497348	500605	0.022099	25.941813	25.102437
STRG.1085	-	X	+	497348	500605	0.022099	25.941813	25.102437
YJR041C	URB2	X	-	510232	513756	0.010213	11.988947	11.601031
STRG.1086	-	X	-	510232	513756	0.010213	11.988947	11.601031
YJR043C	POL32	X	-	516454	517506	0.136752	160.531913	155.337726
STRG.1087	-	X	-	516454	517506	0.136752	160.531913	155.337726
YJR044C	VPS55	X	-	518756	519178	0.030733	36.077186	34.909868
STRG.1088	-	X	-	518756	519178	0.030733	36.077186	34.909868
YJR046W	TAH11	X	+	522041	523855	0.039669	46.567074	45.060345
STRG.1089	-	X	+	522041	523855	0.039669	46.567074	45.060345
YJR047C	ANB1	X	-	524901	525374	0.455696	534.937338	517.628849
STRG.1090	-	X	-	524901	525374	0.455696	534.937338	517.628849
YJR045C	SSC1	X	-	519631	521595	0.512977	602.178976	582.694810
STRG.1091	-	X	-	519631	521595	0.512977	602.178976	582.694810
YJR048W	CYC1	X	+	526328	526657	0.018182	21.343682	20.653084
STRG.1092	-	X	+	526328	526657	0.018182	21.343682	20.653084
YJR050W	ISY1	X	+	528690	529397	0.101695	119.378824	115.516190
STRG.1093	-	X	+	528690	529397	0.101695	119.378824	115.516190
YJR049C	UTR1	X	-	526877	528469	0.045198	53.057516	51.340781
STRG.1094	-	X	-	526877	528469	0.045198	53.057516	51.340781
YJR052W	RAD7	X	+	532055	533752	0.042403	49.776491	48.165918
STRG.1095	-	X	+	532055	533752	0.042403	49.776491	48.165918
YJR053W	BFA1	X	+	534020	535744	0.020870	24.499101	23.706405
STRG.1096	-	X	+	534020	535744	0.020870	24.499101	23.706405
YJR054W	YJR054W	X	+	536049	537542	0.024096	28.286072	27.370845
STRG.1097	-	X	+	536049	537542	0.024096	28.286072	27.370845
YJR056C	YJR056C	X	-	541785	542495	0.151899	178.312837	172.543328
STRG.1098	-	X	-	541785	542495	0.151899	178.312837	172.543328
YJR057W	CDC8	X	+	544055	544705	0.165899	194.747308	188.446044
STRG.1099	-	X	+	544055	544705	0.165899	194.747308	188.446044
YJR058C	APS2	X	-	544725	545168	0.162162	190.360478	184.201155
STRG.1100	-	X	-	544725	545168	0.162162	190.360478	184.201155
YJR059W	PTK2	X	+	545780	548236	0.029304	34.399696	33.286656
STRG.1101	-	X	+	545780	548236	0.029304	34.399696	33.286656
YJR060W	CBF1	X	+	548752	549807	0.101326	118.945658	115.097040
STRG.1102	-	X	+	548752	549807	0.101326	118.945658	115.097040
YJR061W	YJR061W	X	+	550504	553311	0.012821	15.050454	14.563480
STRG.1103	-	X	+	550504	553311	0.012821	15.050454	14.563480
YJR063W	RPA12	X	+	555188	555565	0.095238	111.799011	108.181631
STRG.1104	-	X	+	555188	555565	0.095238	111.799011	108.181631
YJR065C	ARP3	X	-	557802	559151	0.026667	31.304146	30.291266
STRG.1105	-	X	-	557802	559151	0.026667	31.304146	30.291266
YJR064W	CCT5	X	+	555907	557595	0.163410	191.825494	185.618768
STRG.1106	-	X	+	555907	557595	0.163410	191.825494	185.618768
YJR067C	YAE1	X	-	567012	567437	0.086854	101.957111	98.658176
STRG.1107	-	X	-	567012	567437	0.086854	101.957111	98.658176
YJR066W	TOR1	X	+	559409	566821	0.024282	28.504416	27.582124
STRG.1108	-	X	+	559409	566821	0.024282	28.504416	27.582124
YJR068W	RFC2	X	+	567636	568697	0.101695	119.378824	115.516190
STRG.1109	-	X	+	567636	568697	0.101695	119.378824	115.516190
YJR069C	HAM1	X	-	568799	569392	0.242424	284.579301	275.371424
STRG.1110	-	X	-	568799	569392	0.242424	284.579301	275.371424
YJR070C	LIA1	X	-	569614	570591	0.073620	86.421840	83.625566
YJR071W	YJR071W	X	+	570398	570766	0.000000	0.000000	0.000000
STRG.1111	-	X	-	569614	570591	0.073620	86.421840	83.625566
YJR072C	NPA3	X	-	570960	572117	0.093264	109.481751	105.939348
STRG.1112	-	X	-	570960	572117	0.093264	109.481751	105.939348
YJR074W	MOG1	X	+	573088	573744	0.054795	64.323346	62.242093
STRG.1113	-	X	+	573088	573744	0.054795	64.323346	62.242093
YJR075W	HOC1	X	+	573974	575164	0.060453	70.965220	68.669062
STRG.1114	-	X	+	573974	575164	0.060453	70.965220	68.669062
YJR077C	MIR1	X	-	577248	578183	0.029915	35.116943	33.980696
STRG.1115	-	X	-	577248	578183	0.029915	35.116943	33.980696
YJR076C	CDC11	X	-	575347	576594	0.115385	135.449389	131.066774
STRG.1116	-	X	-	575347	576594	0.115385	135.449389	131.066774
YJR082C	EAF6	X	-	581907	582248	0.032164	37.757023	36.535353
STRG.1117	-	X	-	581907	582248	0.032164	37.757023	36.535353
YJR078W	BNA2	X	+	578853	580214	0.026432	31.028281	30.024327
YJR079W	YJR079W	X	+	580198	581232	0.000000	0.000000	0.000000
YJR080C	FMP26	X	-	580425	581609	0.060759	71.324431	69.016650
STRG.1118	-	X	+	578853	580214	0.026432	31.028281	30.024327
STRG.1119	-	X	-	580425	581609	0.060759	71.324431	69.016650
YJR086W	STE18	X	+	586061	586393	0.000000	0.000000	0.000000
YJR087W	YJR087W	X	+	586393	586743	0.000000	0.000000	0.000000
YJR088C	YJR088C	X	-	586488	587366	0.040956	48.077871	46.522259
STRG.1120	-	X	-	586488	587366	0.040956	48.077871	46.522259
YJR089W	BIR1	X	+	587711	590575	0.025131	29.501049	28.546510
STRG.1121	-	X	+	587711	590575	0.025131	29.501049	28.546510
YJR090C	GRR1	X	-	590865	594320	0.010417	12.228420	11.832756
STRG.1122	-	X	-	590865	594320	0.010417	12.228420	11.832756
YJR091C	JSN1	X	-	595054	598329	0.010989	12.899886	12.482496
STRG.1123	-	X	-	595054	598329	0.010989	12.899886	12.482496
YJR092W	BUD4	X	+	598728	603074	0.016563	19.443153	18.814048
STRG.1124	-	X	+	598728	603074	0.016563	19.443153	18.814048
YJR093C	FIP1	X	-	603216	604199	0.109756	128.841558	124.672747
STRG.1125	-	X	-	603216	604199	0.109756	128.841558	124.672747
YJR099W	YUH1	X	+	615569	616279	0.050633	59.437612	57.514443
STRG.1126	-	X	+	615569	616279	0.050633	59.437612	57.514443
YJR094W-A	RPL43B	X	+	608301	608854	2.616487	3071.469993	2972.089190
YJR100C	YJR100C	X	-	616344	617327	0.036585	42.946795	41.557204
STRG.1127	-	X	-	616344	617327	0.036585	42.946795	41.557204
YJR102C	VPS25	X	-	619150	619758	0.118227	138.785586	134.295026
STRG.1128	-	X	-	619150	619758	0.118227	138.785586	134.295026
YJR104C	SOD1	X	-	622542	623006	0.580645	681.613818	659.559450
STRG.1129	-	X	-	622542	623006	0.580645	681.613818	659.559450
YJR106W	ECM27	X	+	624830	627007	0.016529	19.403241	18.775428
STRG.1130	-	X	+	624830	627007	0.016529	19.403241	18.775428
YJR105W	ADO1	X	+	623573	624595	0.281525	330.479605	319.786572
STRG.1131	-	X	+	623573	624595	0.281525	330.479605	319.786572
YJR107W	YJR107W	X	+	627333	628319	0.036474	42.816493	41.431118
STRG.1132	-	X	+	627333	628319	0.036474	42.816493	41.431118
YJR111C	YJR111C	X	-	635849	636700	0.042254	49.601581	47.996668
STRG.1133	-	X	-	635849	636700	0.042254	49.601581	47.996668
YJR109C	CPA2	X	-	629579	632935	0.010724	12.588805	12.181480
STRG.1134	-	X	-	629579	632935	0.010724	12.588805	12.181480
YJR112W	NNF1	X	+	637024	637629	0.036304	42.616931	41.238013
STRG.1135	-	X	+	637024	637629	0.036304	42.616931	41.238013
YJR113C	RSM7	X	-	638226	638969	0.096774	113.602107	109.926386
YJR114W	YJR114W	X	+	638653	639045	0.091603	107.531918	104.052604
STRG.1136	-	X	-	638226	638969	0.096774	113.602107	109.926386
STRG.1137	-	X	+	638653	639045	0.091603	107.531918	104.052604
YJR117W	STE24	X	+	642001	643362	0.052863	62.055389	60.047518
STRG.1138	-	X	+	642001	643362	0.052863	62.055389	60.047518
YJR118C	ILM1	X	-	643484	644095	0.235294	276.209460	267.272398
STRG.1139	-	X	-	643484	644095	0.235294	276.209460	267.272398
YJR122W	CAF17	X	+	649770	651263	0.024096	28.286072	27.370845
STRG.1140	-	X	+	649770	651263	0.024096	28.286072	27.370845
YJR121W	ATP2	X	+	647601	649136	0.281250	330.156785	319.474198
STRG.1141	-	X	+	647601	649136	0.281250	330.156785	319.474198
YJR124C	YJR124C	X	-	652886	654232	0.026726	31.373405	30.358284
STRG.1142	-	X	-	652886	654232	0.026726	31.373405	30.358284
YJR123W	RPS5	X	+	651895	652572	6.340708	7443.298727	7202.462578
STRG.1143	-	X	+	651895	652572	6.340708	7443.298727	7202.462578
YJR125C	ENT3	X	-	654731	655957	0.112469	132.026323	127.754466
STRG.1144	-	X	-	654731	655957	0.112469	132.026323	127.754466
YJR126C	VPS70	X	-	656248	658683	0.029557	34.696690	33.574040
STRG.1145	-	X	-	656248	658683	0.029557	34.696690	33.574040
YJR130C	STR2	X	-	665212	667131	0.018750	22.010452	21.298280
STRG.1146	-	X	-	665212	667131	0.018750	22.010452	21.298280
YJR131W	MNS1	X	+	667638	669287	0.043636	51.223899	49.566493
STRG.1147	-	X	+	667638	669287	0.043636	51.223899	49.566493
YJR133W	XPT1	X	+	672985	673614	0.342857	402.476675	389.454098
STRG.1148	-	X	+	672985	673614	0.342857	402.476675	389.454098
YJR132W	NMD5	X	+	669516	672662	0.057197	67.143032	64.970545
STRG.1149	-	X	+	669516	672662	0.057197	67.143032	64.970545
YJR135C	MCM22	X	-	676053	676772	0.050000	58.694540	56.795413
YJR135W-A	TIM8	X	+	676965	677228	0.136364	160.076444	154.896994
STRG.1150	-	X	-	676053	676772	0.050000	58.694540	56.795413
STRG.1151	-	X	+	676965	677228	0.136364	160.076444	154.896994
YJR134C	SGM1	X	-	673723	675846	0.114407	134.301324	129.955856
STRG.1152	-	X	-	673723	675846	0.114407	134.301324	129.955856
YJR137C	ECM17	X	-	678951	683279	0.012012	14.100776	13.644530
STRG.1153	-	X	-	678951	683279	0.012012	14.100776	13.644530
YJR138W	IML1	X	+	684561	689315	0.022713	26.662582	25.799884
YJR139C	HOM6	X	-	689439	690518	0.288889	339.124137	328.151401
STRG.1154	-	X	+	684561	689315	0.022713	26.662582	25.799884
STRG.1155	-	X	-	689439	690518	0.288889	339.124137	328.151401
YJR140C	HIR3	X	-	690744	695690	0.021831	25.627210	24.798013
YJR140W-A	YJR140W-A	X	+	690955	691104	0.000000	0.000000	0.000000
STRG.1156	-	X	-	690744	695690	0.021831	25.627210	24.798013
YJR145C	RPS4A	X	-	702021	703062	0.688295	807.983162	781.839974
YJR143C	PMT4	X	-	698320	700608	0.143294	168.211507	162.768838
STRG.1157	-	X	-	698320	700608	0.143294	168.211507	162.768838
YJR146W	YJR146W	X	+	703879	704232	0.000000	0.000000	0.000000
YJR147W	HMS2	X	+	704190	705266	0.033426	39.238474	37.968869
STRG.1158	-	X	+	704190	705266	0.033426	39.238474	37.968869
YJR153W	PGU1	X	+	722809	723894	0.033149	38.913306	37.654223
STRG.1159	-	X	+	722809	723894	0.033149	38.913306	37.654223
YJR148W	BAT2	X	+	705738	706868	0.159151	186.825893	180.780935
STRG.1160	-	X	+	705738	706868	0.159151	186.825893	180.780935
YJR158W	HXT16	X	+	732434	734137	0.021127	24.800791	23.998334
STRG.1161	-	X	+	732434	734137	0.021127	24.800791	23.998334
YJR161C	COS5	X	-	742842	743993	0.031250	36.684087	35.497133
STRG.1162	-	X	-	742842	743993	0.031250	36.684087	35.497133
YNL336W	COS1	XIV	+	8330	9475	0.062827	73.752037	71.365708
STRG.1163	-	XIV	+	8330	9475	0.062827	73.752037	71.365708
YNL330C	RPD3	XIV	-	18001	19302	0.082949	97.373067	94.222454
STRG.1164	-	XIV	-	18001	19302	0.082949	97.373067	94.222454
YNL329C	PEX6	XIV	-	19541	22633	0.011639	13.662915	13.220836
STRG.1165	-	XIV	-	19541	22633	0.011639	13.662915	13.220836
YNL328C	MDJ2	XIV	-	22834	23274	0.081633	95.828227	92.727599
STRG.1166	-	XIV	-	22834	23274	0.081633	95.828227	92.727599
YNL326C	PFA3	XIV	-	27336	28346	0.071217	83.600980	80.895978
STRG.1167	-	XIV	-	27336	28346	0.071217	83.600980	80.895978
YNL327W	EGT2	XIV	+	24047	27172	0.034549	40.556753	39.244494
STRG.1168	-	XIV	+	24047	27172	0.034549	40.556753	39.244494
YNL323W	LEM3	XIV	+	31943	33187	0.086747	101.831504	98.536634
STRG.1169	-	XIV	+	31943	33187	0.086747	101.831504	98.536634
YNL322C	KRE1	XIV	-	33293	34234	0.076433	89.723995	86.820876
STRG.1170	-	XIV	-	33293	34234	0.076433	89.723995	86.820876
YNL321W	VNX1	XIV	+	34695	37421	0.013201	15.496532	14.995125
STRG.1171	-	XIV	+	34695	37421	0.013201	15.496532	14.995125
YNL317W	PFS2	XIV	+	40618	42015	0.025751	30.228862	29.250774
STRG.1172	-	XIV	+	40618	42015	0.025751	30.228862	29.250774
YNL314W	DAL82	XIV	+	44446	45213	0.140625	165.078392	159.737099
STRG.1173	-	XIV	+	44446	45213	0.140625	165.078392	159.737099
YNL312W	RFA2	XIV	+	48286	49215	0.043796	51.411721	49.748238
YNL310C	ZIM17	XIV	-	51906	52430	0.068571	80.494865	77.890365
STRG.1174	-	XIV	-	51906	52430	0.068571	80.494865	77.890365
YNL313C	YNL313C	XIV	-	45307	48021	0.106077	124.522813	120.493740
STRG.1175	-	XIV	-	45307	48021	0.106077	124.522813	120.493740
YNL307C	MCK1	XIV	-	56446	57573	0.056738	66.604216	64.449163
STRG.1176	-	XIV	-	56446	57573	0.056738	66.604216	64.449163
YNL306W	MRPS18	XIV	+	58155	58808	0.440367	516.942766	500.216512
STRG.1177	-	XIV	+	58155	58808	0.440367	516.942766	500.216512
YNL308C	KRI1	XIV	-	54121	55896	0.162162	190.360478	184.201155
STRG.1178	-	XIV	-	54121	55896	0.162162	190.360478	184.201155
YNL301C	RPL18B	XIV	-	63570	64562	0.556150	652.859363	631.735378
YNL304W	YPT11	XIV	+	60297	61550	0.028708	33.700057	32.609654
YNL303W	YNL303W	XIV	+	61510	61857	0.000000	0.000000	0.000000
YNL302C	RPS19B	XIV	-	61958	62943	3.216092	3775.340780	3653.185461
STRG.1179	-	XIV	+	60297	61550	0.028708	33.700057	32.609654
YNL299W	TRF5	XIV	+	66517	68445	0.037325	43.815474	42.397776
STRG.1180	-	XIV	+	66517	68445	0.037325	43.815474	42.397776
YNL297C	MON2	XIV	-	71673	76583	0.007330	8.604619	8.326208
YNL296W	YNL296W	XIV	+	76273	76587	0.000000	0.000000	0.000000
STRG.1181	-	XIV	-	71673	76583	0.007330	8.604619	8.326208
YNL295W	YNL295W	XIV	+	76946	78520	0.022857	26.831622	25.963455
STRG.1182	-	XIV	+	76946	78520	0.022857	26.831622	25.963455
YNL294C	RIM21	XIV	-	78659	80260	0.022472	26.379674	25.526130
STRG.1183	-	XIV	-	78659	80260	0.022472	26.379674	25.526130
YNL290W	RFC3	XIV	+	86218	87240	0.045943	53.932065	52.187033
STRG.1184	-	XIV	+	86218	87240	0.045943	53.932065	52.187033
YNL292W	PUS4	XIV	+	82806	84017	0.059406	69.736156	67.479766
YNL291C	MID1	XIV	-	84169	85815	0.055859	65.572366	63.450699
STRG.1185	-	XIV	+	82806	84017	0.059406	69.736156	67.479766
STRG.1186	-	XIV	-	84169	85815	0.055859	65.572366	63.450699
YNL289W	PCL1	XIV	+	87897	88736	0.171429	201.238924	194.727617
STRG.1187	-	XIV	+	87897	88736	0.171429	201.238924	194.727617
snR40	-	XIV	+	89210	89306	2.597938	3049.695493	2951.019228
STRG.1188	-	XIV	+	89210	89306	2.597938	3049.695493	2951.019228
YNL288W	CAF40	XIV	+	90303	91424	0.160428	188.324952	182.231490
STRG.1189	-	XIV	+	90303	91424	0.160428	188.324952	182.231490
YNL286W	CUS2	XIV	+	95223	96080	0.125874	147.762329	142.981316
STRG.1190	-	XIV	+	95223	96080	0.125874	147.762329	142.981316
YNL287W	SEC21	XIV	+	91994	94801	0.089744	105.349655	101.940951
STRG.1191	-	XIV	+	91994	94801	0.089744	105.349655	101.940951
YNL284C	MRPL10	XIV	-	103134	104102	0.037152	43.612391	42.201264
STRG.1192	-	XIV	-	103134	104102	0.037152	43.612391	42.201264
YNL284C-B	YNL284C-B	XIV	-	96964	102232	0.006832	8.020022	7.760525
YNL284C-A	YNL284C-A	XIV	-	100910	102232	0.000000	0.000000	0.000000
STRG.1193	-	XIV	-	96964	102232	0.006832	8.020022	7.760525
YNL277W	MET2	XIV	+	117349	118809	0.024641	28.925843	27.989915
YNL276C	YNL276C	XIV	-	118431	118826	0.090909	106.717238	103.264284
STRG.1194	-	XIV	+	117349	118809	0.024641	28.925843	27.989915
STRG.1195	-	XIV	-	118431	118826	0.090909	106.717238	103.264284
YNL281W	HCH1	XIV	+	108467	108928	0.716450	841.034057	813.821471
STRG.1196	-	XIV	+	108467	108928	0.716450	841.034057	813.821471
YNL274C	GOR1	XIV	-	121118	122170	0.068376	80.265957	77.668863
STRG.1197	-	XIV	-	121118	122170	0.068376	80.265957	77.668863
YNL273W	TOF1	XIV	+	122883	126599	0.009685	11.369132	11.001271
STRG.1198	-	XIV	+	122883	126599	0.009685	11.369132	11.001271
YNL272C	SEC2	XIV	-	126805	129084	0.063158	74.140595	71.741694
STRG.1199	-	XIV	-	126805	129084	0.063158	74.140595	71.741694
YNL268W	LYP1	XIV	+	138551	140386	0.034858	40.919485	39.595490
STRG.1200	-	XIV	+	138551	140386	0.034858	40.919485	39.595490
YNL271C	BNI1	XIV	-	129523	135384	0.030706	36.045491	34.879199
STRG.1201	-	XIV	-	129523	135384	0.030706	36.045491	34.879199
YNL264C	PDR17	XIV	-	145564	146616	0.034188	40.132978	38.834432
STRG.1202	-	XIV	-	145564	146616	0.034188	40.132978	38.834432
YNL267W	PIK1	XIV	+	140879	144079	0.058732	68.944954	66.714164
STRG.1203	-	XIV	+	140879	144079	0.058732	68.944954	66.714164
YNL263C	YIF1	XIV	-	146897	147841	0.076190	89.438739	86.544850
STRG.1204	-	XIV	-	146897	147841	0.076190	89.438739	86.544850
YNL261W	ORC5	XIV	+	155101	156540	0.025000	29.347270	28.397706
STRG.1205	-	XIV	+	155101	156540	0.025000	29.347270	28.397706
YNL262W	POL2	XIV	+	148213	154881	0.010796	12.673325	12.263266
STRG.1206	-	XIV	+	148213	154881	0.010796	12.673325	12.263266
YNL259C	ATX1	XIV	-	157645	157866	0.324324	380.720957	368.402310
STRG.1207	-	XIV	-	157645	157866	0.324324	380.720957	368.402310
YNL258C	DSL1	XIV	-	158110	160374	0.015894	18.657820	18.054126
STRG.1208	-	XIV	-	158110	160374	0.015894	18.657820	18.054126
YNL257C	SIP3	XIV	-	160632	164321	0.019512	22.904957	22.163842
STRG.1209	-	XIV	-	160632	164321	0.019512	22.904957	22.163842
YNL256W	FOL1	XIV	+	164624	167098	0.014545	17.074242	16.521786
STRG.1210	-	XIV	+	164624	167098	0.014545	17.074242	16.521786
YNL254C	YNL254C	XIV	-	168044	169249	0.029851	35.041814	33.907997
STRG.1211	-	XIV	-	168044	169249	0.029851	35.041814	33.907997
YNL255C	GIS2	XIV	-	167330	167791	2.967532	3483.558486	3370.844104
STRG.1212	-	XIV	-	167330	167791	2.967532	3483.558486	3370.844104
YNL253W	TEX1	XIV	+	170019	171287	0.028369	33.302108	32.224581
STRG.1213	-	XIV	+	170019	171287	0.028369	33.302108	32.224581
YNL252C	MRPL17	XIV	-	171442	172287	0.297872	349.669198	338.355265
STRG.1214	-	XIV	-	171442	172287	0.297872	349.669198	338.355265
